,Unnamed: 0,Unnamed: 0.1,Pages,Level,Subcategory,Category,Domain
887349,516139,516139,NextGen America,0.0,Category:Liberalism_in_the_United_States,Category:Liberalism_in_the_United_States,politics
886020,514810,514810,Compassionate conservatism,0.0,Category:Conservatism_in_the_United_States,Category:Conservatism_in_the_United_States,politics
887305,516095,516095,Sheryl Crow,0.0,Category:Liberalism_in_the_United_States,Category:Liberalism_in_the_United_States,politics
886066,514856,514856,Old Right (United States),0.0,Category:Conservatism_in_the_United_States,Category:Conservatism_in_the_United_States,politics
887300,516090,516090,Civil Rights Act of 1964,0.0,Category:Liberalism_in_the_United_States,Category:Liberalism_in_the_United_States,politics
887315,516105,516105,Great Society,0.0,Category:Liberalism_in_the_United_States,Category:Liberalism_in_the_United_States,politics
887363,516153,516153,The Rubin Report,0.0,Category:Liberalism_in_the_United_States,Category:Liberalism_in_the_United_States,politics
886074,514864,514864,Quiverfull,0.0,Category:Conservatism_in_the_United_States,Category:Conservatism_in_the_United_States,politics
887304,516094,516094,Consumer movement,0.0,Category:Liberalism_in_the_United_States,Category:Liberalism_in_the_United_States,politics
887374,516164,516164,Zephyr Teachout,0.0,Category:Liberalism_in_the_United_States,Category:Liberalism_in_the_United_States,politics
887308,516098,516098,The David Pakman Show,0.0,Category:Liberalism_in_the_United_States,Category:Liberalism_in_the_United_States,politics
886067,514857,514857,One Dozen Candles,0.0,Category:Conservatism_in_the_United_States,Category:Conservatism_in_the_United_States,politics
887311,516101,516101,The First Civil Right,0.0,Category:Liberalism_in_the_United_States,Category:Liberalism_in_the_United_States,politics
886032,514822,514822,Fiscal conservatism,0.0,Category:Conservatism_in_the_United_States,Category:Conservatism_in_the_United_States,politics
885356,514146,514146,Eddie Rickenbacker,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884773,513563,513563,John Hagee,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
882933,511723,511723,George E. Deatherage,1.0,Category:Old Right (United States),Category:Conservatism_in_the_United_States,politics
884282,513072,513072,Carey Baker,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885145,513935,513935,Mark Meckler,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884816,513606,513606,Dennis Hedke,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885685,514475,514475,Byron York,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885251,514041,514041,Rod Parsley,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
881112,509902,509902,Deroy Murdock,1.0,Category:LGBT conservatism in the United States,Category:Conservatism_in_the_United_States,politics
885098,513888,513888,David Mamet,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884226,513016,513016,Greg Abbott,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885437,514227,514227,George Schuyler,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884292,513082,513082,Jim Banks,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883469,512259,512259,Arlington Group,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
883560,512350,512350,Goldwater Institute,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
882191,510981,510981,Answers for Americans,1.0,Category:Conservative media in the United States,Category:Conservatism_in_the_United_States,politics
884817,513607,513607,Howell Heflin,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884328,513118,513118,Matt Bevin,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
886875,515665,515665,The Wrecking Crew (book),1.0,Category:Books critical of conservatism in the United States,Category:Liberalism_in_the_United_States,politics
883657,512447,512447,Searle Freedom Trust,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
883515,512305,512305,Congressional Constitution Caucus,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
886313,515103,515103,United States Bill of Rights,1.0,Category:American Enlightenment,Category:Liberalism_in_the_United_States,politics
885603,514393,514393,Richard Viguerie,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885670,514460,514460,Jacob Wohl,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885306,514096,514096,Ted Poe,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885167,513957,513957,Roger Milliken,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883545,512335,512335,First Liberty Institute,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
885290,514080,514080,Marlin T. Phelps,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
880701,509491,509491,Republican Party (United States),1.0,Category:Conservative parties in the United States,Category:Conservatism_in_the_United_States,politics
884516,513306,513306,Mickey Conroy,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884224,513014,513014,Watkins Abbitt Jr.,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
887078,515868,515868,Yes! (U.S. magazine),1.0,Category:American modern liberal magazines,Category:Liberalism_in_the_United_States,politics
885004,513794,513794,Doug LaMalfa,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
880723,509513,509513,Alan Keyes,1.0,Category:African-American conservatism,Category:Conservatism_in_the_United_States,politics
885205,513995,513995,Don Nickles,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
882868,511658,511658,Militia organizations in the United States,1.0,Category:Paleoconservatism,Category:Conservatism_in_the_United_States,politics
885687,514477,514477,Jim Zeigler,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
887284,516074,516074,Jim Rogers,1.0,Category:George Soros,Category:Liberalism_in_the_United_States,politics
882458,511248,511248,Theoconservatism,1.0,Category:New Right (United States),Category:Conservatism_in_the_United_States,politics
886868,515658,515658,The Reactionary Mind,1.0,Category:Books critical of conservatism in the United States,Category:Liberalism_in_the_United_States,politics
885076,513866,513866,Lynn Lowe,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884257,513047,513047,Michael Anton,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
882200,510990,510990,Conscience and Its Enemies,1.0,Category:Conservative media in the United States,Category:Conservatism_in_the_United_States,politics
882242,511032,511032,Roots of American Order,1.0,Category:Conservative media in the United States,Category:Conservatism_in_the_United_States,politics
884594,513384,513384,Anthony R. Dolan,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
881115,509905,509905,Andrew Sullivan,1.0,Category:LGBT conservatism in the United States,Category:Conservatism_in_the_United_States,politics
884345,513135,513135,Matt Blunt,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885025,513815,513815,Rick Lazio,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885542,514332,514332,William Howard Taft,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883543,512333,512333,Federation for American Immigration Reform,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
885471,514261,514261,Barbara Simpson,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883056,511846,511846,Martin L. Sweeney,1.0,Category:Old Right (United States),Category:Conservatism_in_the_United_States,politics
885531,514321,514321,Andrew Sullivan,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885539,514329,514329,Steve Symms,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884779,513569,513569,Charles A. Halleck,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883069,511859,511859,James B. Utt,1.0,Category:Old Right (United States),Category:Conservatism_in_the_United_States,politics
885138,513928,513928,David M. McIntosh,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883055,511845,511845,R. Douglas Stuart Jr.,1.0,Category:Old Right (United States),Category:Conservatism_in_the_United_States,politics
885550,514340,514340,Timmy Teepell,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884728,513518,513518,Jamie Glazov,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885011,513801,513801,Edward E. Lane,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885219,514009,514009,Mark Obenshain,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885474,514264,514264,Joel Skousen,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884608,513398,513398,Lewis Williams Douglas,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884767,513557,513557,Harry Frank Guggenheim,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883600,512390,512390,MacIver Institute,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
882255,511045,511045,The Wall Street Journal,1.0,Category:Conservative media in the United States,Category:Conservatism_in_the_United_States,politics
885244,514034,514034,Sarah Palin,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885948,514738,514738,Club for Growth,1.0,Category:Tea Party movement,Category:Conservatism_in_the_United_States,politics
885303,514093,514093,Joe the Plumber,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884741,513531,513531,Monica Goodling,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883595,512385,512385,Liberty Counsel,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
884897,513687,513687,Niger Innis,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885302,514092,514092,Orville H. Platt,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884636,513426,513426,Edgar N. Eisenhower,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
882246,511036,511036,Sinclair Broadcast Group,1.0,Category:Conservative media in the United States,Category:Conservatism_in_the_United_States,politics
885204,513994,513994,Larry Nichols,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883598,512388,512388,London Center for Policy Research,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
884810,513600,513600,Stephen F. Hayes,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
887285,516075,516075,Soros Fund Management,1.0,Category:George Soros,Category:Liberalism_in_the_United_States,politics
885248,514038,514038,Tan Parker,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884370,513160,513160,Tarren Bragdon,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883551,512341,512341,Franklin News Foundation,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
885561,514351,514351,Ed Thompson (Texas politician),1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884662,513452,513452,Douglas J. Feith,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885028,513818,513818,Mike Lee (American politician),1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
882945,511735,511735,Hiram Wesley Evans,1.0,Category:Old Right (United States),Category:Conservatism_in_the_United_States,politics
881105,509895,509895,Gays for Trump,1.0,Category:LGBT conservatism in the United States,Category:Conservatism_in_the_United_States,politics
884849,513639,513639,Spessard Holland,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
882457,511247,511247,John A. Stormer,1.0,Category:New Right (United States),Category:Conservatism_in_the_United_States,politics
885068,513858,513858,Wendy Long,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884908,513698,513698,Harry V. Jaffa,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884520,513310,513310,Joseph Coors,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885375,514165,514165,Adrian Rogers,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884994,513784,513784,James Kurth,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
882455,511245,511245,Stephen Shadegg,1.0,Category:New Right (United States),Category:Conservatism_in_the_United_States,politics
884595,513385,513385,Terry Dolan (activist),1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883011,511801,511801,Joseph Medill Patterson,1.0,Category:Old Right (United States),Category:Conservatism_in_the_United_States,politics
884814,513604,513604,Henry Hazlitt,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
882243,511033,511033,Roseanne,1.0,Category:Conservative media in the United States,Category:Conservatism_in_the_United_States,politics
882947,511737,511737,Hamilton Fish III,1.0,Category:Old Right (United States),Category:Conservatism_in_the_United_States,politics
884552,513342,513342,Helene von Damm,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884492,513282,513282,Chit Chat Tour,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884592,513382,513382,Bella Dodd,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885334,514124,514124,John Rarick,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884742,513532,513532,Wes Goodman,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884296,513086,513086,William J. Baroody Sr.,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
882970,511760,511760,Rufus C. Holman,1.0,Category:Old Right (United States),Category:Conservatism_in_the_United_States,politics
885386,514176,514176,Elihu Root,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883084,511874,511874,Fielding L. Wright,1.0,Category:Old Right (United States),Category:Conservatism_in_the_United_States,politics
884273,513063,513063,Irving Babbitt,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
882989,511779,511779,Joseph W. Martin Jr.,1.0,Category:Old Right (United States),Category:Conservatism_in_the_United_States,politics
885355,514145,514145,Rick and Bubba,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884691,513481,513481,David A. French,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883586,512376,512376,John M. Olin Foundation,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
883532,512322,512322,Emergency Committee for Israel,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
882261,511051,511051,Where's the Birth Certificate?,1.0,Category:Conservative media in the United States,Category:Conservatism_in_the_United_States,politics
884390,513180,513180,Peter Brimelow,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885168,513958,513958,Ogden L. Mills,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885161,513951,513951,George W. Milias,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885259,514049,514049,Rand Paul,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884509,513299,513299,Tom Cole,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885545,514335,514335,Ed Tarpley,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883627,512417,512417,National Taxpayers Union,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
884280,513070,513070,Scott Baio,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885243,514033,514033,Carl Paladino,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885955,514745,514745,Fire from the Heartland,1.0,Category:Tea Party movement,Category:Conservatism_in_the_United_States,politics
882976,511766,511766,Bartel J. Jonkman,1.0,Category:Old Right (United States),Category:Conservatism_in_the_United_States,politics
885279,514069,514069,Tony Perkins (politician),1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883638,512428,512428,List of paleoconservative organizations,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
883574,512364,512364,Independent Institute,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
885202,513992,513992,Richard John Neuhaus,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
887287,516077,516077,Stefan Batory Foundation,1.0,Category:George Soros,Category:Liberalism_in_the_United_States,politics
884249,513039,513039,Sylvia Allen,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885965,514755,514755,Liberty Caucus,1.0,Category:Tea Party movement,Category:Conservatism_in_the_United_States,politics
884838,513628,513628,Carl Higbie,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884533,513323,513323,Dan Crane,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884618,513408,513408,Geoff Duncan,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883085,511875,511875,Francis Parker Yockey,1.0,Category:Old Right (United States),Category:Conservatism_in_the_United_States,politics
884556,513346,513346,William E. Dannemeyer,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884840,513630,513630,Dov Hikind,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885284,514074,514074,Scott Perry (politician),1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883081,511871,511871,John Bell Williams,1.0,Category:Old Right (United States),Category:Conservatism_in_the_United_States,politics
886937,515727,515727,South Park Conservatives,1.0,Category:Books critical of modern liberalism in the United States,Category:Liberalism_in_the_United_States,politics
884526,513316,513316,Ann Coulter,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
882916,511706,511706,William Richards Castle Jr.,1.0,Category:Old Right (United States),Category:Conservatism_in_the_United_States,politics
882926,511716,511716,W. A. Criswell,1.0,Category:Old Right (United States),Category:Conservatism_in_the_United_States,politics
883038,511828,511828,Richard Russell Jr.,1.0,Category:Old Right (United States),Category:Conservatism_in_the_United_States,politics
883528,512318,512318,Donors Trust,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
883570,512360,512360,Howard Jarvis Taxpayers Association,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
883066,511856,511856,John B. Trevor Sr.,1.0,Category:Old Right (United States),Category:Conservatism_in_the_United_States,politics
884568,513358,513358,Jay Dean (politician),1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884309,513099,513099,Robert Bauman,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885523,514313,514313,Ronda Storms,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884648,513438,513438,Ron Estes,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884442,513232,513232,Herman Cain,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883472,512262,512262,Beacon Center of Tennessee,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
885363,514153,514153,Jim Risch,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883465,512255,512255,Americans for Truth about Homosexuality,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
883590,512380,512380,Kansas Policy Institute,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
883624,512414,512414,National Federation of Republican Assemblies,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
884227,513017,513017,James Abdnor,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884942,513732,513732,Donald Kagan,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885069,513859,513859,Laura Loomer,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884383,513173,513173,David Josiah Brewer,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
882923,511713,511713,Conservative coalition,1.0,Category:Old Right (United States),Category:Conservatism_in_the_United_States,politics
884494,513284,513284,Steven Choi,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884761,513551,513551,Rick Green (Texas politician),1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885556,514346,514346,Cal Thomas,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
887072,515862,515862,The Nation,1.0,Category:American modern liberal magazines,Category:Liberalism_in_the_United_States,politics
883680,512470,512470,Witherspoon Institute,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
885198,513988,513988,George H. Nash,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
882955,511745,511745,Kenneth Goff,1.0,Category:Old Right (United States),Category:Conservatism_in_the_United_States,politics
885602,514392,514392,Jeffrey P. Victory,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885682,514472,514472,Wirt Yerger,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883008,511798,511798,Preston Parks,1.0,Category:Old Right (United States),Category:Conservatism_in_the_United_States,politics
883615,512405,512405,Moral Majority,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
884656,513446,513446,Pat Fallon,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
882962,511752,511752,Frank Hanighen,1.0,Category:Old Right (United States),Category:Conservatism_in_the_United_States,politics
884617,513407,513407,Josh Duggar,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884734,513524,513524,Lucianne Goldberg,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
882254,511044,511044,Voice of Prophecy,1.0,Category:Conservative media in the United States,Category:Conservatism_in_the_United_States,politics
883564,512354,512354,Heritage Action,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
885538,514328,514328,Pat Swindall,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884970,513760,513760,Philip Klein (editor),1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884629,513419,513419,Don Eberly,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885247,514037,514037,Star Parker,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
887180,515970,515970,Serve America Movement,1.0,Category:Liberal parties in the United States,Category:Liberalism_in_the_United_States,politics
882210,511000,511000,Fox Business,1.0,Category:Conservative media in the United States,Category:Conservatism_in_the_United_States,politics
885586,514376,514376,Donald Trump,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
886938,515728,515728,The Terrible Truth About Liberals,1.0,Category:Books critical of modern liberalism in the United States,Category:Liberalism_in_the_United_States,politics
884606,513396,513396,William H. Doughty,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
886909,515699,515699,Hating America: The New World Sport,1.0,Category:Books critical of modern liberalism in the United States,Category:Liberalism_in_the_United_States,politics
884803,513593,513593,Elisabeth Hasselbeck,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885129,513919,513919,Pat McCrory,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884369,513159,513159,Kevin Brady,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883601,512391,512391,Maggie's List,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
884489,513279,513279,Chicks on the Right,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884985,513775,513775,Mike Kopp,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
882228,511018,511018,One America News Network,1.0,Category:Conservative media in the United States,Category:Conservatism_in_the_United_States,politics
885000,513790,513790,Arthur Laffer,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885512,514302,514302,Don Stenberg,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885570,514360,514360,Strom Thurmond,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
886920,515710,515710,Life at the Bottom,1.0,Category:Books critical of modern liberalism in the United States,Category:Liberalism_in_the_United_States,politics
884966,513756,513756,Jeane Kirkpatrick,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
886869,515659,515659,Rush Limbaugh Is a Big Fat Idiot and Other Observations,1.0,Category:Books critical of conservatism in the United States,Category:Liberalism_in_the_United_States,politics
885548,514338,514338,Charles H. Taylor,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884818,513608,513608,Talmadge L. Heflin,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885582,514372,514372,Ralph Townsend,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
886914,515704,515704,It Takes a Family,1.0,Category:Books critical of modern liberalism in the United States,Category:Liberalism_in_the_United_States,politics
885374,514164,514164,Buddy Roemer,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885990,514780,514780,Tea Party Review,1.0,Category:Tea Party movement,Category:Conservatism_in_the_United_States,politics
884332,513122,513122,Brian Birdwell,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
886870,515660,515660,Stupid White Men,1.0,Category:Books critical of conservatism in the United States,Category:Liberalism_in_the_United_States,politics
885182,513972,513972,Bill Morrow (California politician),1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885187,513977,513977,Len Munsil,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885332,514122,514122,John Randolph of Roanoke,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884820,513610,513610,Pete Hegseth,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884611,513401,513401,Rod Dreher,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885110,513900,513900,Denise Masino,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885448,514238,514238,Jay Sekulow,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884260,513050,513050,Hadley Arkes,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884511,513301,513301,James M. Collins,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885571,514361,514361,Harrison Thyng,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883642,512432,512432,Philadelphia Society,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
884517,513307,513307,Charles C. W. Cooke,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885137,513927,513927,Carl McIntire,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885959,514749,514749,Gadsden flag,1.0,Category:Tea Party movement,Category:Conservatism_in_the_United_States,politics
885681,514471,514471,Fielding L. Wright,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884232,513022,513022,John Quincy Adams,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885600,514390,514390,Stuart Varney,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884978,513768,513768,William Knowland,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
887075,515865,515865,Sojourners,1.0,Category:American modern liberal magazines,Category:Liberalism_in_the_United_States,politics
885528,514318,514318,Bob Stump,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883083,511873,511873,Robert E. Wood,1.0,Category:Old Right (United States),Category:Conservatism_in_the_United_States,politics
885158,513948,513948,Tom Meyer (Bible Memory Man),1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884983,513773,513773,Lois Kolkhorst,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884687,513477,513477,Troy Fraser,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885087,513877,513877,Eugene Lyons,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885585,514375,514375,Srđa Trifković,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885282,514072,514072,Charles Perry (Texas politician),1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
883685,512475,512475,Young Americans for Freedom,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
884639,513429,513429,Thomas F. Ellis,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884772,513562,513562,Dick Hafer (comics),1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
884248,513038,513038,James Allen (Alabama politician),1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
885440,514230,514230,David Schweikert,1.0,Category:American conservative people,Category:Conservatism_in_the_United_States,politics
887286,516076,516076,Soros Realism,1.0,Category:George Soros,Category:Liberalism_in_the_United_States,politics
883608,512398,512398,Media Research Center,1.0,Category:Conservative organizations in the United States,Category:Conservatism_in_the_United_States,politics
